date,time,away_team,home_team,away_odds,home_odds,away_score,home_score
13 Jun 2025,,Cincinnati Reds,Detroit Tigers,+120,-141,5,11
13 Jun 2025,,Tampa Bay Rays,New York Mets,+145,-175,7,5
13 Jun 2025,,Los Angeles Angels,Baltimore Orioles,+165,-200,0,2
13 Jun 2025,,Miami Marlins,Washington Nationals,-110,-110,11,9
13 Jun 2025,,Toronto Blue Jays,Philadelphia Phillies,-110,-110,0,8
13 Jun 2025,,Pittsburgh Pirates,Chicago Cubs,-102,-118,2,1
12 Jun 2025,,Chicago White Sox,Houston Astros,+220,-278,3,4
12 Jun 2025,,Pittsburgh Pirates,Chicago Cubs,+165,-200,2,3
12 Jun 2025,,New York Yankees,Kansas City Royals,-130,+110,1,0
12 Jun 2025,,St.Louis Cardinals,Milwaukee Brewers,-137,+114,0,6
12 Jun 2025,,Detroit Tigers,Baltimore Orioles,-200,+165,4,1
12 Jun 2025,,San Francisco Giants,Colorado Rockies,-200,+165,7,8
12 Jun 2025,,Texas Rangers,Minnesota Twins,+125,-149,16,3
12 Jun 2025,,Washington Nationals,New York Mets,+170,-208,3,4
11 Jun 2025,,San Francisco Giants,Colorado Rockies,-200,+165,10,7
11 Jun 2025,,Chicago White Sox,Houston Astros,+145,-175,2,10
11 Jun 2025,,New York Yankees,Kansas City Royals,-125,+104,6,3
11 Jun 2025,,Texas Rangers,Minnesota Twins,+125,-149,2,6
11 Jun 2025,,Tampa Bay Rays,Boston Red Sox,+104,-125,3,4
11 Jun 2025,,Washington Nationals,New York Mets,+220,-278,0,5
11 Jun 2025,,Detroit Tigers,Baltimore Orioles,+114,-137,1,10
11 Jun 2025,,Los Angeles Dodgers,San Diego Padres,-149,+125,5,2
11 Jun 2025,,Athletics,Los Angeles Angels,+125,-149,5,6
11 Jun 2025,,Seattle Mariners,Arizona Diamondbacks,-105,-115,2,5
11 Jun 2025,,Toronto Blue Jays,St.Louis Cardinals,+114,-139,5,2
11 Jun 2025,,Atlanta Braves,Milwaukee Brewers,-189,+154,6,2
11 Jun 2025,,Cincinnati Reds,Cleveland Guardians,-120,+100,2,11
11 Jun 2025,,Chicago Cubs,Philadelphia Phillies,-105,-115,2,7
11 Jun 2025,,Miami Marlins,Pittsburgh Pirates,+140,-167,2,5
10 Jun 2025,,Seattle Mariners,Arizona Diamondbacks,+114,-139,3,10
10 Jun 2025,,Los Angeles Dodgers,San Diego Padres,-102,-118,1,11
10 Jun 2025,,Athletics,Los Angeles Angels,+140,-169,1,2
10 Jun 2025,,San Francisco Giants,Colorado Rockies,-208,+170,6,5
10 Jun 2025,,Chicago White Sox,Houston Astros,+145,-179,4,2
10 Jun 2025,,Toronto Blue Jays,St.Louis Cardinals,+104,-125,10,9
10 Jun 2025,,Atlanta Braves,Milwaukee Brewers,-130,+110,1,4
10 Jun 2025,,New York Yankees,Kansas City Royals,-208,+170,10,2
10 Jun 2025,,Texas Rangers,Minnesota Twins,+104,-125,16,4
10 Jun 2025,,Tampa Bay Rays,Boston Red Sox,-110,-110,1,3
10 Jun 2025,,Washington Nationals,New York Mets,+125,-149,4,5
10 Jun 2025,,Chicago Cubs,Philadelphia Phillies,-110,-110,8,4
10 Jun 2025,,Cincinnati Reds,Cleveland Guardians,-110,-110,1,0
10 Jun 2025,,Miami Marlins,Pittsburgh Pirates,+125,-149,3,2
10 Jun 2025,,Detroit Tigers,Baltimore Orioles,+110,-130,5,3
09 Jun 2025,,Seattle Mariners,Arizona Diamondbacks,+140,-169,4,8
09 Jun 2025,,Los Angeles Dodgers,San Diego Padres,-125,+104,8,7
09 Jun 2025,,Athletics,Los Angeles Angels,+118,-143,4,7
09 Jun 2025,,Toronto Blue Jays,St.Louis Cardinals,+104,-125,5,4
09 Jun 2025,,Atlanta Braves,Milwaukee Brewers,-182,+150,7,1
09 Jun 2025,,Tampa Bay Rays,Boston Red Sox,-110,-110,10,8
09 Jun 2025,,Chicago Cubs,Philadelphia Phillies,+110,-130,3,4
09 Jun 2025,,Cincinnati Reds,Cleveland Guardians,+135,-161,7,4
09 Jun 2025,,Miami Marlins,Pittsburgh Pirates,+100,-120,3,10
08 Jun 2025,,Boston Red Sox,New York Yankees,+195,-238,11,7
08 Jun 2025,,Seattle Mariners,Los Angeles Angels,-128,+110,3,2
08 Jun 2025,,Baltimore Orioles,Athletics,-125,+104,1,5
08 Jun 2025,,Atlanta Braves,San Francisco Giants,-125,+104,3,4
08 Jun 2025,,New York Mets,Colorado Rockies,-286,+229,13,5
08 Jun 2025,,Los Angeles Dodgers,St.Louis Cardinals,-139,+114,7,3
08 Jun 2025,,Kansas City Royals,Chicago White Sox,-130,+110,7,5
08 Jun 2025,,Toronto Blue Jays,Minnesota Twins,+154,-189,3,6
08 Jun 2025,,Arizona Diamondbacks,Cincinnati Reds,-125,+104,2,4
08 Jun 2025,,Chicago Cubs,Detroit Tigers,+100,-120,0,4
08 Jun 2025,,Houston Astros,Cleveland Guardians,+125,-149,2,4
08 Jun 2025,,Philadelphia Phillies,Pittsburgh Pirates,+100,-120,1,2
08 Jun 2025,,Texas Rangers,Washington Nationals,-133,+110,4,2
08 Jun 2025,,San Diego Padres,Milwaukee Brewers,+145,-175,1,0
08 Jun 2025,,Miami Marlins,Tampa Bay Rays,+185,-227,2,3
07 Jun 2025,,Baltimore Orioles,Athletics,-125,+104,7,4
07 Jun 2025,,New York Mets,Colorado Rockies,-286,+225,8,1
07 Jun 2025,,Seattle Mariners,Los Angeles Angels,-167,+140,6,8
07 Jun 2025,,Boston Red Sox,New York Yankees,-110,-110,10,7
07 Jun 2025,,San Diego Padres,Milwaukee Brewers,+125,-149,3,4
07 Jun 2025,,Arizona Diamondbacks,Cincinnati Reds,-110,-110,1,13
07 Jun 2025,,Kansas City Royals,Chicago White Sox,-141,+120,1,4
07 Jun 2025,,Houston Astros,Cleveland Guardians,-115,-105,5,3
07 Jun 2025,,Miami Marlins,Tampa Bay Rays,+129,-154,11,10
07 Jun 2025,,Atlanta Braves,San Francisco Giants,+120,-141,2,3
07 Jun 2025,,Philadelphia Phillies,Pittsburgh Pirates,-141,+120,1,2
07 Jun 2025,,Texas Rangers,Washington Nationals,-167,+140,5,0
07 Jun 2025,,Los Angeles Dodgers,St.Louis Cardinals,-189,+154,1,2
07 Jun 2025,,Arizona Diamondbacks,Cincinnati Reds,,,3,4
07 Jun 2025,,Toronto Blue Jays,Minnesota Twins,+100,-120,5,4
07 Jun 2025,,Chicago Cubs,Detroit Tigers,-115,-105,6,1
06 Jun 2025,,Atlanta Braves,San Francisco Giants,-141,+120,4,5
06 Jun 2025,,Baltimore Orioles,Athletics,-120,+100,4,5
06 Jun 2025,,Seattle Mariners,Los Angeles Angels,-130,+110,4,5
06 Jun 2025,,New York Mets,Colorado Rockies,-278,+220,4,2
06 Jun 2025,,Los Angeles Dodgers,St.Louis Cardinals,+100,-120,0,5
06 Jun 2025,,San Diego Padres,Milwaukee Brewers,+125,-149,2,0
06 Jun 2025,,Toronto Blue Jays,Minnesota Twins,+110,-130,6,4
06 Jun 2025,,Kansas City Royals,Chicago White Sox,-137,+114,2,7
06 Jun 2025,,Chicago Cubs,Detroit Tigers,+165,-200,1,3
06 Jun 2025,,Houston Astros,Cleveland Guardians,-130,+110,4,2
06 Jun 2025,,Boston Red Sox,New York Yankees,+165,-200,6,9
06 Jun 2025,,Texas Rangers,Washington Nationals,-115,-105,0,2
06 Jun 2025,,Philadelphia Phillies,Pittsburgh Pirates,-130,+110,4,5
06 Jun 2025,,Miami Marlins,Tampa Bay Rays,+120,-139,3,4
05 Jun 2025,,Kansas City Royals,St.Louis Cardinals,-110,-110,7,5
05 Jun 2025,,Texas Rangers,Tampa Bay Rays,+120,-141,3,4
05 Jun 2025,,Cleveland Guardians,New York Yankees,+225,-278,0,4
05 Jun 2025,,Chicago Cubs,Washington Nationals,-149,+125,7,1
05 Jun 2025,,Houston Astros,Pittsburgh Pirates,-141,+120,8,2
05 Jun 2025,,New York Mets,Los Angeles Dodgers,+110,-128,5,6
05 Jun 2025,,San Diego Padres,San Francisco Giants,-105,-115,2,3
05 Jun 2025,,Baltimore Orioles,Seattle Mariners,+129,-154,4,3
05 Jun 2025,,Minnesota Twins,Athletics,-200,+165,3,14
05 Jun 2025,,Philadelphia Phillies,Toronto Blue Jays,-115,-105,1,9
05 Jun 2025,,Detroit Tigers,Chicago White Sox,-200,+165,2,3
05 Jun 2025,,Kansas City Royals,St.Louis Cardinals,+104,-125,5,6
05 Jun 2025,,Arizona Diamondbacks,Atlanta Braves,+125,-149,11,10
04 Jun 2025,,New York Mets,Los Angeles Dodgers,+125,-149,6,1
04 Jun 2025,,Minnesota Twins,Athletics,-182,+150,6,1
04 Jun 2025,,San Diego Padres,San Francisco Giants,-115,-105,5,6
04 Jun 2025,,Baltimore Orioles,Seattle Mariners,-110,-110,3,2
04 Jun 2025,,Detroit Tigers,Chicago White Sox,-200,+165,5,4
04 Jun 2025,,Texas Rangers,Tampa Bay Rays,+110,-130,4,5
04 Jun 2025,,Arizona Diamondbacks,Atlanta Braves,+145,-175,2,1
04 Jun 2025,,Philadelphia Phillies,Toronto Blue Jays,-110,-110,1,2
04 Jun 2025,,Cleveland Guardians,New York Yankees,+154,-189,4,0
04 Jun 2025,,Chicago Cubs,Washington Nationals,-141,+120,0,2
04 Jun 2025,,Houston Astros,Pittsburgh Pirates,-130,+110,0,3
04 Jun 2025,,Los Angeles Angels,Boston Red Sox,+114,-137,9,11
04 Jun 2025,,Milwaukee Brewers,Cincinnati Reds,+110,-130,9,1
04 Jun 2025,,Colorado Rockies,Miami Marlins,+125,-149,3,2
03 Jun 2025,,New York Mets,Los Angeles Dodgers,+125,-149,5,6
03 Jun 2025,,Minnesota Twins,Athletics,-222,+179,10,3
03 Jun 2025,,San Diego Padres,San Francisco Giants,+135,-167,3,2
03 Jun 2025,,Baltimore Orioles,Seattle Mariners,+125,-149,5,1
03 Jun 2025,,Kansas City Royals,St.Louis Cardinals,+118,-143,10,7
03 Jun 2025,,Detroit Tigers,Chicago White Sox,-169,+140,1,8
03 Jun 2025,,Texas Rangers,Tampa Bay Rays,+125,-149,1,5
03 Jun 2025,,Arizona Diamondbacks,Atlanta Braves,+140,-169,8,3
03 Jun 2025,,Los Angeles Angels,Boston Red Sox,+125,-149,4,3
03 Jun 2025,,Milwaukee Brewers,Cincinnati Reds,+104,-125,2,4
03 Jun 2025,,Philadelphia Phillies,Toronto Blue Jays,-130,+110,8,3
03 Jun 2025,,Cleveland Guardians,New York Yankees,+165,-200,2,3
03 Jun 2025,,Chicago Cubs,Washington Nationals,-143,+120,8,3
03 Jun 2025,,Colorado Rockies,Miami Marlins,+145,-175,3,2
03 Jun 2025,,Houston Astros,Pittsburgh Pirates,+135,-161,3,0
02 Jun 2025,,New York Mets,Los Angeles Dodgers,+135,-161,4,3
02 Jun 2025,,Minnesota Twins,Athletics,-161,+135,10,4
02 Jun 2025,,San Diego Padres,San Francisco Giants,+145,-175,1,0
02 Jun 2025,,Detroit Tigers,Chicago White Sox,-250,+200,13,1
02 Jun 2025,,Los Angeles Angels,Boston Red Sox,+125,-149,7,6
02 Jun 2025,,Milwaukee Brewers,Cincinnati Reds,-110,-110,3,2
02 Jun 2025,,Colorado Rockies,Miami Marlins,+165,-200,6,4
01 Jun 2025,,New York Yankees,Los Angeles Dodgers,+154,-189,7,3
01 Jun 2025,,Pittsburgh Pirates,San Diego Padres,+125,-149,4,6
01 Jun 2025,,Washington Nationals,Arizona Diamondbacks,+190,-238,1,3
01 Jun 2025,,Minnesota Twins,Seattle Mariners,+110,-133,1,2
01 Jun 2025,,Cincinnati Reds,Chicago Cubs,+135,-161,3,7
01 Jun 2025,,Detroit Tigers,Kansas City Royals,+140,-169,1,0
01 Jun 2025,,Tampa Bay Rays,Houston Astros,+140,-169,0,1
01 Jun 2025,,Los Angeles Angels,Cleveland Guardians,+170,-208,2,4
01 Jun 2025,,Colorado Rockies,New York Mets,+309,-400,3,5
01 Jun 2025,,San Francisco Giants,Miami Marlins,-115,-105,4,2
01 Jun 2025,,Athletics,Toronto Blue Jays,+200,-238,4,8
01 Jun 2025,,Boston Red Sox,Atlanta Braves,-120,+100,3,1
01 Jun 2025,,Chicago White Sox,Baltimore Orioles,+120,-143,2,3
01 Jun 2025,,Milwaukee Brewers,Philadelphia Phillies,+140,-169,5,2
01 Jun 2025,,St.Louis Cardinals,Texas Rangers,+135,-161,1,8
31 May 2025,,Washington Nationals,Arizona Diamondbacks,+154,-189,11,7
31 May 2025,,Pittsburgh Pirates,San Diego Padres,+179,-222,5,0
31 May 2025,,New York Yankees,Los Angeles Dodgers,-125,+104,2,18
31 May 2025,,Minnesota Twins,Seattle Mariners,-115,-105,4,5
31 May 2025,,Boston Red Sox,Atlanta Braves,+154,-185,0,5
31 May 2025,,Los Angeles Angels,Cleveland Guardians,+145,-175,5,7
31 May 2025,,Colorado Rockies,New York Mets,+300,-385,2,8
31 May 2025,,Detroit Tigers,Kansas City Royals,-200,+165,0,1
31 May 2025,,Tampa Bay Rays,Houston Astros,+110,-130,16,3
31 May 2025,,San Francisco Giants,Miami Marlins,-149,+125,0,1
31 May 2025,,Chicago White Sox,Baltimore Orioles,+145,-175,2,4
31 May 2025,,Milwaukee Brewers,Philadelphia Phillies,+154,-189,17,7
31 May 2025,,St.Louis Cardinals,Texas Rangers,-149,+125,2,0
31 May 2025,,Athletics,Toronto Blue Jays,+125,-149,7,8
31 May 2025,,Cincinnati Reds,Chicago Cubs,+145,-175,0,2
30 May 2025,,New York Yankees,Los Angeles Dodgers,-141,+120,5,8
30 May 2025,,Minnesota Twins,Seattle Mariners,+125,-149,12,6
30 May 2025,,Washington Nationals,Arizona Diamondbacks,+185,-227,9,7
30 May 2025,,Pittsburgh Pirates,San Diego Padres,+154,-189,2,3
30 May 2025,,Detroit Tigers,Kansas City Royals,-120,+100,7,5
30 May 2025,,Tampa Bay Rays,Houston Astros,+129,-154,1,2
30 May 2025,,St.Louis Cardinals,Texas Rangers,-130,+110,1,11
30 May 2025,,Boston Red Sox,Atlanta Braves,+140,-167,5,1
30 May 2025,,Los Angeles Angels,Cleveland Guardians,+120,-141,4,1
30 May 2025,,Colorado Rockies,New York Mets,+250,-312,2,4
30 May 2025,,San Francisco Giants,Miami Marlins,-167,+140,2,0
30 May 2025,,Athletics,Toronto Blue Jays,+150,-182,7,11
30 May 2025,,Milwaukee Brewers,Philadelphia Phillies,+100,-120,6,2
30 May 2025,,Chicago White Sox,Baltimore Orioles,+179,-222,1,2
30 May 2025,,Cincinnati Reds,Chicago Cubs,+140,-169,6,2
29 May 2025,,Washington Nationals,Seattle Mariners,+100,-120,9,3
29 May 2025,,Tampa Bay Rays,Houston Astros,-105,-115,13,3
29 May 2025,,Athletics,Toronto Blue Jays,+140,-167,0,12
29 May 2025,,Atlanta Braves,Philadelphia Phillies,-120,+100,9,3
29 May 2025,,Atlanta Braves,Philadelphia Phillies,,,4,5
28 May 2025,,Washington Nationals,Seattle Mariners,+179,-222,9,0
28 May 2025,,New York Yankees,Los Angeles Angels,-161,+135,1,0
28 May 2025,,Colorado Rockies,Chicago Cubs,+260,-333,1,2
28 May 2025,,Toronto Blue Jays,Texas Rangers,+114,-139,2,0
28 May 2025,,Cincinnati Reds,Kansas City Royals,-120,+100,2,3
28 May 2025,,St.Louis Cardinals,Baltimore Orioles,+100,-120,6,4
28 May 2025,,Miami Marlins,San Diego Padres,+135,-161,10,8
28 May 2025,,Pittsburgh Pirates,Arizona Diamondbacks,+110,-133,10,1
28 May 2025,,Athletics,Houston Astros,+114,-133,3,5
28 May 2025,,Boston Red Sox,Milwaukee Brewers,+125,-149,5,6
28 May 2025,,Chicago White Sox,New York Mets,+200,-250,9,4
28 May 2025,,Los Angeles Dodgers,Cleveland Guardians,-175,+145,4,7
28 May 2025,,San Francisco Giants,Detroit Tigers,-105,-115,3,4
28 May 2025,,Minnesota Twins,Tampa Bay Rays,+110,-130,0,5
27 May 2025,,Pittsburgh Pirates,Arizona Diamondbacks,+200,-250,9,6
27 May 2025,,Miami Marlins,San Diego Padres,+135,-161,6,8
27 May 2025,,Washington Nationals,Seattle Mariners,+135,-161,1,9
27 May 2025,,New York Yankees,Los Angeles Angels,-208,+170,3,2
27 May 2025,,Athletics,Houston Astros,+190,-238,1,11
27 May 2025,,Colorado Rockies,Chicago Cubs,+260,-333,3,4
27 May 2025,,Toronto Blue Jays,Texas Rangers,+120,-143,0,2
27 May 2025,,Boston Red Sox,Milwaukee Brewers,-110,-110,1,5
27 May 2025,,Cincinnati Reds,Kansas City Royals,+104,-125,7,2
27 May 2025,,Chicago White Sox,New York Mets,+220,-278,4,6
27 May 2025,,Minnesota Twins,Tampa Bay Rays,-125,+104,4,2
27 May 2025,,Atlanta Braves,Philadelphia Phillies,-105,-115,0,2
27 May 2025,,San Francisco Giants,Detroit Tigers,-118,-102,1,3
27 May 2025,,St.Louis Cardinals,Baltimore Orioles,-125,+104,7,4
27 May 2025,,Los Angeles Dodgers,Cleveland Guardians,-125,+104,9,5
26 May 2025,,New York Yankees,Los Angeles Angels,-189,+154,5,1
26 May 2025,,Miami Marlins,San Diego Padres,+125,-149,3,4
26 May 2025,,Pittsburgh Pirates,Arizona Diamondbacks,+154,-189,0,5
26 May 2025,,Minnesota Twins,Tampa Bay Rays,-105,-115,2,7
26 May 2025,,Los Angeles Dodgers,Cleveland Guardians,-182,+150,7,2
26 May 2025,,Chicago White Sox,New York Mets,+229,-286,1,2
26 May 2025,,Cincinnati Reds,Kansas City Royals,-105,-115,7,4
26 May 2025,,Toronto Blue Jays,Texas Rangers,+114,-139,2,1
26 May 2025,,St.Louis Cardinals,Baltimore Orioles,-115,-105,2,5
26 May 2025,,Colorado Rockies,Chicago Cubs,+260,-333,1,3
26 May 2025,,Boston Red Sox,Milwaukee Brewers,-167,+140,2,3
26 May 2025,,San Francisco Giants,Detroit Tigers,-110,-110,1,3
25 May 2025,,Los Angeles Dodgers,New York Mets,-102,-118,1,3
25 May 2025,,San Diego Padres,Atlanta Braves,+125,-149,5,3
25 May 2025,,Miami Marlins,Los Angeles Angels,-105,-115,3,0
25 May 2025,,Philadelphia Phillies,Athletics,-189,+154,4,5
25 May 2025,,New York Yankees,Colorado Rockies,-278,+225,5,4
25 May 2025,,Arizona Diamondbacks,St.Louis Cardinals,+104,-125,3,4
25 May 2025,,Texas Rangers,Chicago White Sox,-120,+100,5,4
25 May 2025,,Seattle Mariners,Houston Astros,-143,+120,3,5
25 May 2025,,Kansas City Royals,Minnesota Twins,-102,-118,2,1
25 May 2025,,Chicago Cubs,Cincinnati Reds,-125,+104,11,8
25 May 2025,,Toronto Blue Jays,Tampa Bay Rays,-110,-110,0,13
25 May 2025,,Baltimore Orioles,Boston Red Sox,+110,-130,5,1
25 May 2025,,Milwaukee Brewers,Pittsburgh Pirates,-149,+125,6,5
25 May 2025,,San Francisco Giants,Washington Nationals,-154,+129,3,2
25 May 2025,,Cleveland Guardians,Detroit Tigers,+260,-333,0,5
24 May 2025,,Miami Marlins,Los Angeles Angels,+165,-200,6,2
24 May 2025,,Philadelphia Phillies,Athletics,-175,+145,9,6
24 May 2025,,Cleveland Guardians,Detroit Tigers,+120,-143,7,5
24 May 2025,,Los Angeles Dodgers,New York Mets,+100,-120,2,5
24 May 2025,,Toronto Blue Jays,Tampa Bay Rays,-105,-115,1,3
24 May 2025,,Baltimore Orioles,Boston Red Sox,+118,-139,2,1
24 May 2025,,San Diego Padres,Atlanta Braves,-105,-115,1,7
24 May 2025,,Chicago Cubs,Cincinnati Reds,-115,-105,4,6
24 May 2025,,Texas Rangers,Chicago White Sox,-161,+135,5,10
24 May 2025,,New York Yankees,Colorado Rockies,-333,+260,13,1
24 May 2025,,Seattle Mariners,Houston Astros,-110,-110,1,2
24 May 2025,,Milwaukee Brewers,Pittsburgh Pirates,-102,-118,1,2
24 May 2025,,San Francisco Giants,Washington Nationals,-161,+135,0,3
24 May 2025,,Arizona Diamondbacks,St.Louis Cardinals,+100,-120,5,6
24 May 2025,,Kansas City Royals,Minnesota Twins,+104,-125,4,5
24 May 2025,,Baltimore Orioles,Boston Red Sox,,,5,6
23 May 2025,,Philadelphia Phillies,Athletics,-227,+185,4,3
23 May 2025,,Miami Marlins,Los Angeles Angels,+135,-161,4,7
23 May 2025,,New York Yankees,Colorado Rockies,-333,+260,2,3
23 May 2025,,Arizona Diamondbacks,St.Louis Cardinals,-115,-105,3,4
23 May 2025,,Seattle Mariners,Houston Astros,-102,-118,5,3
23 May 2025,,Kansas City Royals,Minnesota Twins,+154,-189,1,3
23 May 2025,,Texas Rangers,Chicago White Sox,-189,+154,1,4
23 May 2025,,San Diego Padres,Atlanta Braves,+150,-182,2,1
23 May 2025,,Cleveland Guardians,Detroit Tigers,-102,-118,3,1
23 May 2025,,Los Angeles Dodgers,New York Mets,+100,-120,7,5
23 May 2025,,Toronto Blue Jays,Tampa Bay Rays,+118,-139,1,3
23 May 2025,,San Francisco Giants,Washington Nationals,-102,-118,4,0
23 May 2025,,Chicago Cubs,Cincinnati Reds,-120,+100,13,6
23 May 2025,,Milwaukee Brewers,Pittsburgh Pirates,+110,-130,5,6
23 May 2025,,Baltimore Orioles,Boston Red Sox,,,5,19
22 May 2025,,Seattle Mariners,Houston Astros,-130,+110,2,9
22 May 2025,,Atlanta Braves,Washington Nationals,-161,+135,7,8
22 May 2025,,Cleveland Guardians,Detroit Tigers,+110,-130,7,0
22 May 2025,,Milwaukee Brewers,Pittsburgh Pirates,-115,-105,8,5
22 May 2025,,Los Angeles Angels,Athletics,+114,-135,10,5
22 May 2025,,Philadelphia Phillies,Colorado Rockies,-303,+240,2,0
22 May 2025,,San Diego Padres,Toronto Blue Jays,-120,+100,6,7
22 May 2025,,Texas Rangers,New York Yankees,+135,-161,0,1
21 May 2025,,Arizona Diamondbacks,Los Angeles Dodgers,+125,-149,1,3
21 May 2025,,Los Angeles Angels,Athletics,+125,-149,10,5
21 May 2025,,Philadelphia Phillies,Colorado Rockies,-200,+165,9,5
21 May 2025,,San Diego Padres,Toronto Blue Jays,+140,-167,0,14
21 May 2025,,Texas Rangers,New York Yankees,-105,-115,3,4
21 May 2025,,New York Mets,Boston Red Sox,+125,-149,5,1
21 May 2025,,Kansas City Royals,San Francisco Giants,+179,-222,8,4
21 May 2025,,Cleveland Guardians,Minnesota Twins,+100,-120,5,1
21 May 2025,,Seattle Mariners,Chicago White Sox,-149,+125,6,5
21 May 2025,,Detroit Tigers,St.Louis Cardinals,-105,-115,5,1
21 May 2025,,Cleveland Guardians,Minnesota Twins,,,5,6
21 May 2025,,Baltimore Orioles,Milwaukee Brewers,-105,-115,8,4
21 May 2025,,Chicago Cubs,Miami Marlins,-149,+125,2,1
21 May 2025,,Houston Astros,Tampa Bay Rays,-169,+140,4,8
21 May 2025,,Cincinnati Reds,Pittsburgh Pirates,-130,+110,1,3
20 May 2025,,Arizona Diamondbacks,Los Angeles Dodgers,+190,-238,3,4
20 May 2025,,Los Angeles Angels,Athletics,+145,-175,7,5
20 May 2025,,Kansas City Royals,San Francisco Giants,+114,-139,2,3
20 May 2025,,Philadelphia Phillies,Colorado Rockies,-278,+225,7,4
20 May 2025,,Detroit Tigers,St.Louis Cardinals,-179,+145,5,4
20 May 2025,,Baltimore Orioles,Milwaukee Brewers,+104,-125,2,5
20 May 2025,,Seattle Mariners,Chicago White Sox,-182,+150,0,1
20 May 2025,,San Diego Padres,Toronto Blue Jays,-110,-110,0,3
20 May 2025,,Houston Astros,Tampa Bay Rays,+110,-133,2,3
20 May 2025,,Texas Rangers,New York Yankees,+170,-208,2,5
20 May 2025,,Atlanta Braves,Washington Nationals,-167,+135,3,5
20 May 2025,,New York Mets,Boston Red Sox,-139,+114,0,2
20 May 2025,,Chicago Cubs,Miami Marlins,-143,+120,14,1
20 May 2025,,Cincinnati Reds,Pittsburgh Pirates,-143,+120,0,1
19 May 2025,,Arizona Diamondbacks,Los Angeles Dodgers,+125,-154,9,5
19 May 2025,,Los Angeles Angels,Athletics,+114,-139,4,3
19 May 2025,,Kansas City Royals,San Francisco Giants,+110,-130,3,1
19 May 2025,,Philadelphia Phillies,Colorado Rockies,-250,+200,9,3
19 May 2025,,Detroit Tigers,St.Louis Cardinals,+140,-167,4,11
19 May 2025,,Baltimore Orioles,Milwaukee Brewers,-105,-115,4,5
19 May 2025,,Seattle Mariners,Chicago White Sox,-200,+165,5,1
19 May 2025,,Houston Astros,Tampa Bay Rays,+125,-149,4,3
19 May 2025,,New York Mets,Boston Red Sox,-125,+104,1,3
19 May 2025,,Chicago Cubs,Miami Marlins,-169,+140,7,8
19 May 2025,,Cincinnati Reds,Pittsburgh Pirates,-118,-102,7,1
18 May 2025,,New York Mets,New York Yankees,+135,-161,2,8
18 May 2025,,Colorado Rockies,Arizona Diamondbacks,+240,-303,0,1
18 May 2025,,Los Angeles Angels,Los Angeles Dodgers,+179,-222,6,4
18 May 2025,,Seattle Mariners,San Diego Padres,+120,-143,6,1
18 May 2025,,Athletics,San Francisco Giants,+125,-149,2,3
18 May 2025,,Chicago White Sox,Chicago Cubs,+235,-294,2,6
18 May 2025,,St.Louis Cardinals,Kansas City Royals,-115,-105,1,2
18 May 2025,,Minnesota Twins,Milwaukee Brewers,+120,-143,2,5
18 May 2025,,Cleveland Guardians,Cincinnati Reds,+110,-130,1,3
18 May 2025,,Tampa Bay Rays,Miami Marlins,-149,+125,1,5
18 May 2025,,Detroit Tigers,Toronto Blue Jays,+104,-125,3,2
18 May 2025,,Atlanta Braves,Boston Red Sox,-125,+104,10,4
18 May 2025,,Washington Nationals,Baltimore Orioles,+150,-182,10,4
18 May 2025,,Pittsburgh Pirates,Philadelphia Phillies,-115,-105,0,1
18 May 2025,,Houston Astros,Texas Rangers,-115,-105,4,3
17 May 2025,,Los Angeles Angels,Los Angeles Dodgers,+185,-227,11,9
17 May 2025,,Athletics,San Francisco Giants,+140,-169,0,1
17 May 2025,,Seattle Mariners,San Diego Padres,+154,-189,4,1
17 May 2025,,Colorado Rockies,Arizona Diamondbacks,+290,-385,14,12
17 May 2025,,Atlanta Braves,Boston Red Sox,+100,-120,6,7
17 May 2025,,Minnesota Twins,Milwaukee Brewers,-125,+104,7,0
17 May 2025,,St.Louis Cardinals,Kansas City Royals,-105,-115,1,0
17 May 2025,,Houston Astros,Texas Rangers,+100,-120,1,5
17 May 2025,,Cleveland Guardians,Cincinnati Reds,-115,-105,1,4
17 May 2025,,Pittsburgh Pirates,Philadelphia Phillies,+260,-333,2,5
17 May 2025,,Tampa Bay Rays,Miami Marlins,-141,+120,4,0
17 May 2025,,Washington Nationals,Baltimore Orioles,+129,-154,10,6
17 May 2025,,Detroit Tigers,Toronto Blue Jays,-137,+114,1,2
17 May 2025,,Chicago White Sox,Chicago Cubs,+240,-303,3,7
17 May 2025,,New York Mets,New York Yankees,+110,-130,3,2
16 May 2025,,Athletics,San Francisco Giants,+165,-200,1,9
16 May 2025,,Los Angeles Angels,Los Angeles Dodgers,+260,-333,6,2
16 May 2025,,Colorado Rockies,Arizona Diamondbacks,+300,-385,0,8
16 May 2025,,Seattle Mariners,San Diego Padres,+145,-175,5,1
16 May 2025,,Minnesota Twins,Milwaukee Brewers,-115,-105,3,0
16 May 2025,,Houston Astros,Texas Rangers,+165,-200,6,3
16 May 2025,,St.Louis Cardinals,Kansas City Royals,+129,-154,10,3
16 May 2025,,Atlanta Braves,Boston Red Sox,-105,-115,4,2
16 May 2025,,Tampa Bay Rays,Miami Marlins,-125,+104,4,9
16 May 2025,,Detroit Tigers,Toronto Blue Jays,-125,+104,5,4
16 May 2025,,Washington Nationals,Baltimore Orioles,+104,-125,4,3
16 May 2025,,New York Mets,New York Yankees,+125,-149,2,6
